,V,A,D,text
977,0.5,0.4375,0.5625,"Dr. Evelyn Hooker, a heterosexual psychologist, conducted a ground-breaking study in the mid 1950s that went along similar reasoning as Freud."
978,0.55,0.55,0.55,"“What we do, rebelling against the oppression of the many governments that oppose us, we're going to leave a legacy.”"
979,0.55,0.55,0.55,"I did."""
980,0.44999999999999996,0.5,0.44999999999999996,"Sometimes we stopped to take a photo, but mostly we didn't."
981,0.3125,0.5,0.375,"Letters and petitions were all very well, but they did little to improve the situation."
982,0.5,0.5,0.5,One Comment
983,0.5,0.44999999999999996,0.5,"After the first whoosh of the air being sucked away, there was lightning, but no thunder."
984,0.4375,0.5,0.5625,"Earnings were hurt by disposal of operations in its restructuring, Reed said."
985,0.5,0.5,0.5,State legislatures always have.
986,0.55,0.55,0.55,Hollywood Road has several furniture shops.
987,0.5,0.5,0.5,"The abbreviations FTG and STG stand for First Theme Group and Second Theme Group, respectively."
988,0.55,0.55,0.55,Moderate drinking reduces men's heart attack risk
989,0.5,0.55,0.55,He earned a doctorate in history from Stanford University and taught Latin American history at Tulane University and Arizona State University.
990,0.5,0.5,0.55,"New York-based POP Radio provides, through a national, in-store network, a customized music, information and advertising service which simulates live radio."
991,0.4,0.55,0.6,"Heavy use of mobile phones can make men infertile, scientists say"
992,0.5,0.5,0.5,"But Sonoma county encompasses much more territory, and other AVAs within the county are starkly different from the characteristics of Sonoma valley and the town of Sonoma."
993,0.5,0.5,0.5,The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.
994,0.30000000000000004,0.65,0.4,What is needed is a message delivered personally by Bush and other top officials not only about the inexcusable treatment of Ibrahim but of the contemptuous approach to democratic values.
995,0.5,0.5,0.5,"He talked on about people with long ears who built the big statues, the ""moai"" and people with short ears who conquered the people with long ears and ate them and how the short eared people didn't really know the secrets of the long ears and had pulled down all the moai statues and destroyed some of the tablets."
996,0.5,0.5,0.5,Kishori nodded in agreement.
997,0.375,0.5,0.625,Global National Major child porn ring bust
998,0.44999999999999996,0.44999999999999996,0.5,Legend has it that a local woman climbed the hill every day to watch for her husband returning from across the sea; one day the wife and her child were turned to stone as a permanent symbol of her enduring faith.
999,0.4375,0.5625,0.5625,"Their blast furnace, “Hopewell,” was the very first blast furnace in the area."
1000,0.5,0.5,0.44999999999999996,Central to these was the question of indigenous identity:
1001,0.5,0.55,0.55,"Savin cited ""a general softening in the demand for office products in the market segments in which Savin competes."""
1002,0.5,0.5,0.5,"The Handover Pavilion was meant to be a temporary structure, but public outcry ensured its preservation (located on Xian Xing Hai; open weekdays 10am–6pm, until 10pm weekends)."
1003,0.625,0.625,0.625,The N'apulcans are mostly emigrants from Polaris II; the only difference between them and their Carribbean ancestors is that the ancestors fleeced NorAm tourists.
1004,0.44999999999999996,0.6,0.55,"“now that we’re sitting down, can you explain a little more of what’s going on here?"
1005,0.44999999999999996,0.44999999999999996,0.5,"The United States once distanced itself from Mahathir for strong-arm tactics with political rivals, and human rights groups criticize him for arresting and jailing scores of suspected militants, including some who may be linked to al-Qaida, without trial."
1006,0.5,0.5,0.5625,"April 27, 2009 10:20 AM lessig: I favor a mandatory scheme -- internalize your externality."
1007,0.4,0.7,0.7,“Come on!”
1008,0.5,0.44999999999999996,0.55,This intersection of language and indigenous identity poses challenges which have yet to be fully addressed.
1009,0.4,0.6,0.75,Comedian says government silences critics
1010,0.55,0.55,0.55,These families are participants in our community-based programs.
1011,0.75,0.75,0.5825,The wrapping paper and matching gift cards feature delightful holiday wildlife images that will come in handy for wrapping your last minute presents.
1012,0.8,0.8,0.6,"“Oh, precious!"
1013,0.5,0.4,0.5,Here's where we started -
1014,0.6,0.6,0.55,"What is true is that Bowling for Columbine is a diamond in the small world of big screen documentaries, one that shines brightly and illuminates an often misunderstood aspect of American culture."
1015,0.55,0.55,0.5,Nepthys stepped in and Dvorov walked us towards the dance floor.
1016,0.5,0.44999999999999996,0.44999999999999996,"Rebuilt in modern times, the mosque serves the small local community of Muslims."
1017,0.44999999999999996,0.5,0.5,I do not like to ask for money No one does.
1018,0.55,0.55,0.5,"Crisp whiteness on the other hand expresses a sort of luxury, and leisure."
1019,0.5,0.5,0.55,"But... well, no one important ever disappears, so it doesn't really matter, does it.”"
1020,0.55,0.55,0.55,Good luck.”
1021,0.5825,0.5825,0.5825,"In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen ""exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial-behavioral models on which they are based."
1022,0.5,0.4575,0.5425,"Charlie Boy had been working hard lately, I figured."
1023,0.5,0.55,0.5,"This website and everything on it is in the Public Domain, so you may use it freely, even without attribution."
1024,0.3125,0.625,0.625,“YOU WILL NOT CONDUCT MASSIVE BIRD KILLS TO BENEFIT A HANDFUL OF SPECIAL INTERESTS!”
1025,0.55,0.5,0.55,And our roots go deep.
1026,0.5,0.4,0.5,"If you could see them, I know you would want to help."
1027,0.5,0.5,0.55,"“Struck a nerve, huh?”"
1028,0.44999999999999996,0.55,0.44999999999999996,Beckham to L.A.: For the game not fame
1029,0.5,0.5,0.55,"April 27, 2009 4:45 PM Brad Templeton: When I got to United's site it has two columns, one for true miles flown (sort of) and one for elite bonus."
1030,0.6675,0.4175,0.5,My wife and I have been doing so for a couple years.
1031,0.5,0.5,0.55,"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier."
1032,0.5,0.44999999999999996,0.5,"According to the LA Times, the documentary genre ""owes a huge debt to Michael Moore"" -- after Bowling's success, films like ""Spellbound"" and ""Capturing the Friedmans"" were taken seriously and shown in many more theatres than otherwise likely."
1033,0.44999999999999996,0.30000000000000004,0.55,"Although it is not a tourist attraction, the rock is steeped in tradition."
1034,0.5,0.5,0.5,Tropical Storm Isaac forms in Atlantic
1035,0.5,0.5,0.5,"""A tiny bit."
1036,0.5,0.55,0.55,You should look for him at Dvorov’s as quickly as you can.”
1037,0.25,0.4375,0.4375,That made me a little sad.
1038,0.4,0.55,0.5,He resorted to public assistance dollars to survive.
1039,0.5,0.44999999999999996,0.5,"The behaviors of the sterile workers may be divided into several subcategories: brood care, nest maintenance, patrolling and foraging."
1040,0.44999999999999996,0.6,0.55,"Nepthys tried to grab it, but, by reflex, I caught it first."
1041,0.5,0.5,0.5,"There no evidence that grapes grown in ""Sonoma County"" have any single distinguishing feature derived from the fact that they were grown inside the borders of Sonoma County. Assemblywoman Evans concludes, ""By improving consumer education on each bottle, conjunctive labeling will unleash the full potential of our delicious wines to represent Sonoma around the world."
1042,0.5,0.30000000000000004,0.55,"“wolf control,”"
1043,0.5,0.4,0.5,Ancient.
1044,0.5,0.375,0.5,"December 7, 2000 FirstName LastName StreetNumber StreetName, CityName, StateName, ZipCode"
1045,0.55,0.55,0.6,"Rather than resolve this D back to G, however, Bartók shifts briefly to F♯ in measure 456 and leads to E in measure 467."
1046,0.5,0.5,0.5,China: Cheney shores up the trilateral alliance
1047,0.5,0.4,0.5,References
1048,0.5,0.5,0.5,Her clothes lay by the cube enclosing the bed.
1049,0.4375,0.5,0.5625,Prices on electronics have risen in the past two years; check prices at home before you buy here.
1050,0.5,0.55,0.44999999999999996,"Walking out of the church, a little gust of cold air caught me by surprise."
1051,0.5,0.55,0.5,"Then there was light, a kind of rosy glow, and I felt the stone slip out of my hand to float in the air."
1052,0.5,0.5,0.5,Corn stoves popping up in U.S. homes
1053,0.5,0.4,0.5,Abolishing color means controlling color.
1054,0.7,0.55,0.5,"May your every dream come true, sir, and your book sell fabulously."
1055,0.5,0.375,0.375,"On 1 July, 1997 the British Crown Colony of Hong Kong reverted to Chinese sovereignty as a Special Administrative Region of the People’s Republic of China."
1056,0.3325,0.25,0.5825,Still woozy?”
1057,0.5,0.55,0.55,There weren't.)
1058,0.5,0.5,0.5,"John F. Brandon, President MCCOY, Inc."
1059,0.5,0.5,0.5,"Or, if you're a gym buff, trade a workout for a bike ride."
1060,0.55,0.6,0.55,Can you believe it?
1061,0.6,0.55,0.55,“cure”
1062,0.44999999999999996,0.44999999999999996,0.6,(My post on the subject here .)
1063,0.44999999999999996,0.4,0.55,"Deep Storage: Fort Knox, Ky."
1064,0.5,0.5,0.5,Join fellow AMC volunteers who protect and preserve our extensive northeastern trail network—including major sections of the Appalachian Trail.
1065,0.44999999999999996,0.44999999999999996,0.55,Man rides stationary bike for 85 hours
1066,0.5,0.5,0.5,"But then the Anne Rice -led revival brought it back (technically the 1st  book, Interview with the Vampire ,  was published in 1976, but didn't gain widespread popularity until later)."
1067,0.4175,0.5825,0.5825,"He glared at Allan, eyes impaling him and demanding a response."
1068,0.30000000000000004,0.7,0.55,"I'm shocked, shocked i say, that the ""center for alcohol policy"" is an arm of the national beer wholesalers association and that it would conduct a poll that finds results supporting those that funded the poll."
1069,0.5,0.55,0.55,"It is Moore's way to say: Viewers, meet Charlton Heston, gun nut extraordinaire."
1070,0.5,0.4175,0.4175,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.
1071,0.4575,0.375,0.5825,"""My last piece was of four old Undersiders crouched around a trash fire."
1072,0.5,0.35,0.55,The thrift has assets of $3.2 billion.
1073,0.44999999999999996,0.4,0.55,Not until the day before Tibbets and his crew flew to Hiroshima was the 509th told what was happening.
1074,0.44999999999999996,0.5,0.5,Zheng shook his head and picked up a handful of candied pecans from a little dish on the end table.
1075,0.44999999999999996,0.44999999999999996,0.55,"Another circle of chairs and couches, another uncomfortable question."
1076,0.5,0.5,0.6,"For serious antiques, try Honeychurch Antiques at no. 29 for furniture and silver, Tai Sing Company at 122 for porcelain."
1077,0.44999999999999996,0.55,0.55,Arthur grimaced at the vivid description.
1078,0.5,0.5,0.5,Kishori chewed her lip.
1079,0.44999999999999996,0.4,0.55,"As you may have guessed, we had talked about such things."
1080,0.6,0.6,0.6,"The Continental Baking business benefited from higher margins on bread and on increased cake sales, it added."
1081,0.5825,0.5,0.5825,Enclosed is a donation card that will enable you to make Indianapolis a great place for ALL of us to live.
1082,0.55,0.5,0.5,"The French ice dancers, Marina Anissina and Gwendal Peizerat, later won the gold over a Russian team."
1083,0.5,0.5,0.5,"Therefore, from the evolutionary standpoint, homosexuality becomes one of the disadvantageous traits."
1084,0.5425,0.5,0.5825,"Hong Kong’s shops carry almost every recognizable European and many American labels, from top-end designers to the moderately priced or trendy."
1085,0.35,0.44999999999999996,0.4,This is not easy.
1086,0.55,0.55,0.6,"But we were all on this ship, and we were on it together."
1087,0.30000000000000004,0.65,0.6,Tara fumed.
1088,0.5,0.5,0.5825,Matter-of-fact.
1089,0.3125,0.625,0.5,Police warn of child exploitation online
1090,0.4,0.44999999999999996,0.44999999999999996,"All these things I do, they're just to pass the time until I die.”"
1091,0.5,0.5,0.5,"For instance, our innovative “Forests for Life Campaign” establishes an international network of parks and reserves."
1092,0.4175,0.75,0.5,It was all too much for me so I focused on the part I could handle.
1093,0.5,0.5,0.5,It was dark as we left.
1094,0.5,0.4175,0.4175,"In addition to that behind-the-scenes role, MCCOY has taken an out-front role in developing a Summer Bus Pass, neighborhood youth councils, and the We Value Youth information line."
1095,0.4175,0.6675,0.4175,I am speechless.
1096,0.5,0.35,0.55,"After the first half-hour, I stopped expending effort to keep names and stories and gossip straight."
1097,0.55,0.55,0.5,The Irish are actually beginning to come home.
1098,0.5,0.5,0.5,"No robot has yet been constructed, however, that could pass undetected within a colony of the red harvester ants species Pogonomyrmex barbatus; nor has a robot managed to pass undetected in a society of insects while combining in its design several different behaviors and the thresholds of stimulation required to switch between them."
1099,0.625,0.625,0.625,Day Care for young children
1100,0.7,0.65,0.55,Boy missing since 2002 found alive
1101,0.5,0.44999999999999996,0.5,(I use it to calculate how many I'll get towards my premier status.)
1102,0.5,0.375,0.375,“You’ve got a deal.
1103,0.4175,0.4575,0.5825,20% POST CONSUMER WASTE
1104,0.5,0.5,0.5,Audubon educates the public.
1105,0.44999999999999996,0.55,0.5,"At the same time in our modern society, color has been seen as an external threat to be purged from the enlightened mind and space."
1106,0.5,0.4,0.5,He opened one eye when we came in but did not move.
1107,0.3325,0.5425,0.5425,"Walters on Trump: 'Poor, pathetic man'"
1108,0.5,0.5,0.5,"Some would say it is a gene, passed on from parents to child."
1109,0.5,0.44999999999999996,0.5,"I stood, and one of her servants took me and Amy to the door."
1110,0.55,0.5,0.5,"It is by color alone that a certain stone tells us it is a sapphire or emerald… color, then, is the peculiar characteristic of the lower forms of nature, while drawing becomes the medium of expression, more and more dominant, the higher we rise in the scale of being”"
1111,0.5,0.44999999999999996,0.5,"Behaviors will be coded in Interactive C, for which some pseudocode is included."
1112,0.5,0.5,0.5,Dublin excels in packaging its past for the visitor.
1113,0.375,0.5,0.375,We can never leave.
1114,0.44999999999999996,0.5,0.6,“Don’t let the sun fool you.
1115,0.5,0.6,0.6,"Truth is, any artist-type who moves into this part of Detroit is probably pretty handy with a pistol or a shotgun ."
1116,0.44999999999999996,0.4,0.55,"According to two government officials involved in the inquiry, the Ethics Committee received a vast amount of information from federal investigators, some of it under a court order issued in March."
1117,0.55,0.55,0.55,the guide does I’ve helped sponsor dramatically improve the lives of the men and women who receive them.”
1118,0.5,0.5,0.5,"A couple of them remembered seeing her leave, but none of them had seen the thin man with her."
1119,0.5,0.4,0.5,"O’Connell Street, the city’s grand boulevard, leads north to Parnell Square."
1120,0.5,0.5,0.44999999999999996,“Mind if I join you?”
1121,0.5825,0.6675,0.6675,The Coalition drafter letters to the Lykes Company asking if a group of workers might purchase the mill and run it collectively.
1122,0.4375,0.5,0.5625,"""That's not why I called him 'Emil'."""
1123,0.5,0.55,0.65,I will call you in a few weeks to discuss your level of interest.
1124,0.44999999999999996,0.44999999999999996,0.55,"“Obviously, we can't last longer than the rest of the universe."
1125,0.5,0.5,0.5,Why gas follows oil up but not down
1126,0.3325,0.5825,0.5825,"Scorpion on a plane, a pantful of pain"
1127,0.6,0.55,0.35,Talks begin on Somalia peacekeepers
1128,0.6,0.44999999999999996,0.55,My wife and I did this when we lived in Texas ... planted blue bonnets in a state park.
1129,0.75,0.6,0.5,Blessings to you.
1130,0.5,0.5,0.55,"Seduced by Snacks? No, Not You"
1131,0.55,0.5,0.5,"He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring-time meals in the middle of winter."
1132,0.3325,0.5,0.4175,"Other faces washed out, fading into the backdrop of carpets and fake glass chandeliers and the muted hum of the engines."
1133,0.25,0.6675,0.6675,"You look like hell, Tar."
1134,0.4,0.5,0.65,"That's my take anyway, I don't aim to be contrarian, but I don't mind being the sole supporter of the law - as a Sonoma County born and bred wine guy."
1135,0.5,0.4375,0.5,"Times like that, running on less sleep than I should, alone because everyone else had had the sense to retire for the night, I had a tendency to get all meditative about the universe and my place in it."
1136,0.5,0.5,0.5,"Whole Foods Markets, with 133 stores nationwide, also does not sell Chilean seabass."
1137,0.5,0.5,0.5,"Unable to replicate the agricultural techniques of the Anasazi, the Paiutes were destined to a semi-nomadic lifestyle until European settlers arrived, changing the nature of existence in the valley forever."
1138,0.5,0.55,0.55,His current class is rebuilding a black one.
1139,0.5,0.6,0.55,"A good decision: I didn't return all chill and zen, as one friend told me his roommate had, but I certainly gained a few new ideas and approaches to mull over, and dipped my hand into a previously unfamiliar piece of the world."
1140,0.6,0.6,0.55,Hussein co-defendants executed
1141,0.5,0.5,0.5,"“a transformation in rhythm and contour of the second head-motive of [the first-theme],”"
1142,0.5,0.5,0.5,"Set amid Tseun Wan’s residential towers is the 18th-century walled village of Sam Tung Uk, now preserved as a museum, and a short walk from the MTR station."
1143,0.55,0.6,0.55,"Someone will need to begin by creating an urban ""oasis"" that mitigates some of the fears that you had while driving through the city -- where to buy groceries, a place where you can feel safe on your own front porch, the freedom to sleep soundly without worrying about your copper wiring."
1144,0.4,0.6,0.35,May God help us all.
1145,0.5,0.4,0.5,He had been at this savior business longer than any of us.
1146,0.65,0.55,0.55,"Larger arenas, including the Queen Elizabeth Stadium, the Hong Kong Coliseum, and the Ko Shan Theater in Kowloon play host to various concerts, pop concerts, sporting events, and variety shows."
1147,0.55,0.55,0.55,"Right now, some particularly nice ones are in Bay Area farmers' markets."
1148,0.55,0.5,0.5,It’s as simple as that.”
1149,0.55,0.55,0.5,"If you have any questions, please feel free to call Myrna Weinberger at 251-9467, ext. 256."
1150,0.44999999999999996,0.55,0.55,"As previously stated, a midden worker must identify midden, grasp it, and carry it to the surface, depositing it halfway down the mound before returning to collect more midden."
1151,0.5,0.5,0.5,"""I've been flapping my wings since until I found this school,"" he said."
1152,0.5,0.5,0.5,"He considered Arthur's intervention; considered that it might be better to accept the fog and continue as his lifelong friend had suggested, to write stories that others would read; for after all, what purpose writing if not to be read?"
1153,0.35,0.6,0.4,"Reluctantly, I released her hand."
1154,0.55,0.6,0.44999999999999996,Because it's so much fun to do so?
1155,0.5,0.4175,0.5425,"In return, I would submit to an audit of my lifestyle and I would issue him a certificate stating the amount of his carbon offset."
1156,0.55,0.44999999999999996,0.5,"Growth continued for ten years, and by 1915 the town had telephones, round-the-clock electricity, and a growing population — many of whom worked in the railroad repair shop."
1157,0.5,0.5,0.5,This is the most easily accessible of the New Territories’ walled villages.
1158,0.44999999999999996,0.5,0.5,"""Perhaps you could make some headway if you denied your darker side the outlet of the colorful metaphors you so enjoy."
1159,0.5,0.5,0.6,"Sexy, non?"
1160,0.5,0.4,0.5,“and so was Tiffany.”
1161,0.5,0.5,0.5,“the Rosa Parks of the gay movement”
1162,0.5,0.55,0.55,NASA revisiting life on Mars question
1163,0.5825,0.5825,0.5,Will Rob Cohen Direct Third 'Mummy'?
1164,0.5,0.44999999999999996,0.44999999999999996,Werder make 10-man Ajax pay price
1165,0.5,0.4,0.5,"“Aging is relative, anyway."
1166,0.5,0.5,0.5,"Jessica Reeder 15. Dec, 2009 at 9:08 am"
1167,0.55,0.55,0.5,Four Hundred ounces for a start.
1168,0.5,0.55,0.55,University offers support to New Orleans school
1169,0.5,0.5,0.65,"We provide overnight shelters (including the famous AMC Mountain Huts) to more than 80,000 hikers annually."
1170,0.55,0.4,0.5,"Dear Mr. Philanthropy,"
1171,0.4,0.5,0.5,That's because they know all too well that Moore is correct: The United States have a far greater homicide rate (both gun- and non-gun) than most other first world countries.
1172,0.5,0.375,0.375,"Cloudwood had been used in a Mediterranean manner, making the house seem primitive and civilized at the same time."
1173,0.4375,0.4375,0.5,So what do you prepare when asked to cook a birthday dinner for America's most famous culinary personality?
1174,0.5625,0.5625,0.4375,Vietnam becomes WTO's 150th member
1175,0.5,0.35,0.44999999999999996,"In the Far East, reaching a state of colorless-ness is associated with the highest state of spiritual being, the state of Zen."
1176,0.5,0.5,0.55,Buildings seem to transform themselves depending on the light; Dublin under a lowering sky is a different place from Dublin in sunshine.
1177,0.44999999999999996,0.55,0.5,Psych checks reviewed after astronaut's crack-up
1178,0.55,0.5,0.44999999999999996,"A few blocks up Nathan Road is Kowloon Park (open daily 6am–midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the Sculpture Walk."
1179,0.4175,0.5,0.5,I suppose the new law is all Sacramento hype.
1180,0.5,0.55,0.5,"""You wish to become pregnant?"
1181,0.5,0.6,0.5,"So the only opportunity I have to talk to her (via Skype) is that last hour in the late evening when the loft cools enough to be habitable—provided, of course, that the wifi strength that evening is strong enough to establish and maintain a connection."
1182,0.5,0.5,0.5,Mickelson driving force at masters
1183,0.5,0.5,0.55,"They show him as an Army lieutenant, at his swearing-in as a state senator, as ambassador to the United Nations, surrounded by children as New York City school board president, and at other jobs, leading up to his current position, state comptroller."
1184,0.44999999999999996,0.55,0.55,"Chad was six, and at eight Roy should have been teasing or ordering Chad around or something."
1185,0.5,0.5,0.5,"If it were effective, wouldn't you already see it virtually everywhere?"
1186,0.5,0.4,0.5,"To receive an application form, check the NAP box on the enclosed pledge card or call us, (317) 634-6102, ext. 20."
1187,0.6,0.5,0.65,"We have met with a number of successes along the way, most notably the Summer Fun Line, the Metro Summer Bus Pass, and the development of ten neighborhood youth councils."
1188,0.5,0.4175,0.5,·Gain strict enforcement of wildlife laws.
1189,0.4375,0.5625,0.625,Protest greets congestion charge's westward push
1190,0.5,0.5,0.5,I hazarded a guess.
1191,0.5,0.5,0.5,Then we went out for a late swim.
1192,0.5,0.55,0.55,"In “Lust,” the priest informs Toyoo “Those creatures took advantage of your fair looks and tempted you."
1193,0.5,0.6,0.5,"""Oh?"""
1194,0.35,0.44999999999999996,0.35,"""Last night was my fault."
1195,0.5,0.55,0.55,"Earnings at Xerox's financial-services operations actually rose slightly, but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments and the reserves set up to cover future payments."
1196,0.5,0.55,0.55,“Is there a doctor on board?”
1197,0.5,0.44999999999999996,0.5,Others are more subtle.
1198,0.55,0.5,0.5,We look forward to your reply.
1199,0.5,0.65,0.5,We need your help in continuing the work of Jameson Camp.
1200,0.25,0.65,0.8,“My plan is that you shut up while we’re trying to conduct business with someone who might be able to tell us what we’re actually going up against.
1201,0.5,0.4,0.44999999999999996,"Rather, the only actual choice is whether or not to be open with one’s sexuality and sexual preference; whether to act on one’s sexual desires, whether to tell others about such feelings, or whether to live a whole life as a lie and suppress these attractions (Marcus 9)."
1202,0.35,0.6,0.7,nota bene: An overdue library book is a crime against Humanities.
1203,0.5,0.44999999999999996,0.5,In the park is the Flagstaff House Museum of Tea Ware (see page 54).
1204,0.65,0.6,0.55,Servicemen relaxing from the rigors of the Vietnam War poured millions of dollars into the Wan Chai boom of the 1960s.
1205,0.5,0.5,0.5,"Sincerely,"
1206,0.5,0.625,0.625,These are prime examples of hard fought victories and critical efforts that are working to improve the health of our marine environment.
1207,0.5,0.55,0.5,"""needed some work, a hole patched, some windows replaced."""
1208,0.5,0.30000000000000004,0.4,A void function release() will perform this same action in reverse.
1209,0.7,0.6,0.65,"what a great article, i will be passing it on."
1210,0.5,0.4,0.4,A total of 31 state psychology associations have task forces dedicated to developing and lobbying for prescription-privileges legislation.
1211,0.5,0.4,0.5,The effect of not being on vacation in Italy on a man with a tall stack of papers to grade.
1212,0.375,0.375,0.5,No such luck.
1213,0.5,0.5,0.5,Pataki's recent remarks are a sign that he understands how central the rebuilding of Lower Manhattan will be to his own political legacy.
1214,0.625,0.5,0.5,"""So dear a friend is always welcome to my counsel and my home,"" he said."
1215,0.5,0.6,0.5,Japan?
1216,0.65,0.65,0.6,"You’ll enjoy four outstanding restaurants, nightly entertainment, an exciting casino, a fitness center and world-class spa — and more!"
1217,0.5,0.55,0.35,"I wanted to ask, but he was still talking, and I was too self-conscious to interrupt."
1218,0.44999999999999996,0.4,0.44999999999999996,I tried to slip along the edge of the crowd.
1219,0.5,0.5,0.5,The advertisement attempts to make several points and reach several different constituencies.
1220,0.5,0.4375,0.5625,Ex-JonBenet suspect: Child porn case dropped
1221,0.35,0.5,0.5,Davydenko out as seeds scattered
1222,0.6,0.55,0.6,"Take two of our most popular Nature Walks guides, add a Quiet Water Canoe Guide and you have the makings for an unforget­table family vacation in New Hampshire!"
1223,0.5,0.5,0.5,I’ve had a look at the magazine’s upcoming subjects and I can tell you the best is yet to come.
1224,0.55,0.55,0.55,Their main opponent?
1225,0.35,0.65,0.44999999999999996,"On the floor was Dvorov’s head, separated from his body by several feet and a growing puddle of dark blood."
1226,0.3325,0.5825,0.4175,"""She's a scapegoat and a target of a corrupt system and was unfairly singled out."""
1227,0.5,0.5,0.55,"A haven for persecuted Japanese Christians in the 17th century, Portugal’s neutrality during World War II assured the territory a flood of refugees."
1228,0.6,0.55,0.55,"Please consider joining the Chairman's Roundtable with a gift of $1,000."
1229,0.6,0.55,0.6,The Washington-based conservation group says more than 530 restaurants have signed on.
1230,0.55,0.55,0.55,"Tools are available, and volunteers will help with advice and knowledge."
1231,0.30000000000000004,0.5,0.6,But its not going to happen with the investment of $100 into a single house.
1232,0.5,0.5,0.5,Apple to Vista upgraders: 'Wait'
1233,0.5,0.5,0.5,"I thought about Rachel; in the excitement, I had forgotten why we were chasing down vampire experts."
1234,0.6,0.75,0.55,"""Oh!"""
1235,0.5,0.5,0.5,"In the early Middle Ages, Canton had a significant Muslim population as a result of its trade with the Middle East."
1236,0.5,0.44999999999999996,0.55,"The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit."
1237,0.35,0.6,0.44999999999999996,“Sorry.”
1238,0.5,0.5,0.5,“I do.
1239,0.5,0.5,0.5,UK announces immigration restrictions
1240,0.5,0.5,0.5,Thomas Cook to merge with MyTravel
1241,0.5825,0.5825,0.5825,"Off the beaten path in Sham Shui Po, west of the junction of Nathan Road and Boundary Street, is the Lei Cheng Uk Han Tomb and Museum on Tonkin Road (open Monday–Wednesday and Friday–Saturday 10am–6pm, Sunday 1–6pm; closed Thursday)."
1242,0.5,0.4,0.4,The final common subroutine will be one for the identification of other ants.
1243,0.55,0.65,0.55,Panda cub makes her debut
1244,0.5,0.5,0.5,"Over the past six months, six journalists have been killed and 10 kidnapped by drug traffickers or leftist guerrillas -- who often are one and the same -- in Colombia."
1245,0.5825,0.4175,0.6675,"""anticipates the long-term savings resulting from the plan's implementation will more than offset short-term costs."""
1246,0.75,0.625,0.5625,"With thousands of trees and flowers in bloom, we are having a beautiful Spring!"
1247,0.25,0.8500000000000001,0.5,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!"
1248,0.5,0.5,0.5,United has simple linked to one of the million places where you can calculate a per flight carbon cost.
1249,0.4,0.5,0.5,She frowned.
1250,0.5,0.44999999999999996,0.5,"“Of course we notice. But... well, no one important ever disappears, so it doesn't really matter, does it.”"
1251,0.3325,0.5825,0.4575,3 U.S. troops killed hunting weapons cache
1252,0.55,0.5,0.5,Bridges link Macau with its two islands.
1253,0.5,0.35,0.5,"October 7, 1996"
1254,0.44999999999999996,0.55,0.5,"Is this the monument left behind for the world to witness, by Corporatism, Capitalism?"
1255,0.6,0.44999999999999996,0.44999999999999996,These are special children.
1256,0.55,0.55,0.55,"""Before that blasted impulse came over me and I started writing like Edgar Poe – though the most recent was not so morbid as my many others, thank Heaven."""
1257,0.5,0.5,0.5625,What you may call me is Nepthys.”
1258,0.44999999999999996,0.44999999999999996,0.5,"But when Gailhaguet sought guidance from a French government official, he was told that ""Tokhtakhounov's money is bad,"" the affidavit said."
1259,0.5,0.5,0.5,"Sincerely, Jack Dustman Chairman"
1260,0.5,0.44999999999999996,0.44999999999999996,"This information used to be poorly documented and largely anecdotal, says Beth Gates-Warren of Sotheby's."
1261,0.9175,0.9175,0.5825,Happy Holidays from all of us!
1262,0.5,0.5,0.44999999999999996,"Thus said, the use of black in white in wardrobe perhaps was a way for the new bourgeoisie to distinguish themselves from the decadence of the upper class and the vulgarity from the low."
1263,0.5,0.44999999999999996,0.6,"""Only because you are."""
1264,0.5,0.5,0.5,But industry analysts said the plant should be insulated from a falloff in one or a few segments of the semiconductor market.
1265,0.5,0.5,0.5,"I blinked at him, but he just kept walking until we reached the corner."
1266,0.5,0.4,0.44999999999999996,1. Winning a title is expected immediately wherever he goes
1267,0.44999999999999996,0.44999999999999996,0.44999999999999996,"All of it was temporary, save for the black."
1268,0.6,0.6,0.55,"Shouldn’t you canoe and hike along the Deerfield, Connecticut, and Androscoggin Rivers—seeing some of the Northeast region’s most beautiful scenery?"
1269,0.4575,0.4575,0.5425,I hold it against neither of you.
1270,0.5,0.44999999999999996,0.55,he asked.
1271,0.55,0.4,0.55,"Please, hop in."
1272,0.44999999999999996,0.35,0.4,She watched his graceful fingers ending in thick black claws tap out calculations on the panel.
1273,0.55,0.5,0.55,He spoke of his art with the enthusiasm of a seven-year-old.
1274,0.5,0.5,0.55,Compassion and anger were the session's topics.
